TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,ContinentId,UserRegionId,UserCountryId,UserCityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionCityName,AttractionCountryId,CountryId,AttractionCountry,AttractionRegionId,User_Region,User_RegionId,User_ContinentId,Attraction_Region,Attraction_RegionId,Attraction_ContinentId,Continent,AttractionType,VisitModeId,VisitMode,visitmode_avg_rating,User_Avg_Rating,User_Total_Visits,User_Mode_Avg_Rating,Attraction_Avg_Rating,Attraction_Total_Visits
7578,37740,2017,8,640,0.8679380542014483,3.0,12.0,82.0,2544.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7579,8086,2017,11,640,0.8679380542014483,4.0,15.0,109.0,4303.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7581,52664,2017,11,640,-0.16238916377143323,5.0,21.0,163.0,8109.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,5,4,-1.3914009021366462,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7582,55470,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.43152781995021805,0.6707376913788259,0.3959612606424458,0.3734143808425771,1.613155205329321
7583,76859,2017,11,640,0.8679380542014483,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,0.6142804544192166,0.09330076617344756,0.588704655010727,0.3734143808425771,1.613155205329321
7584,38651,2017,11,640,0.8679380542014483,5.0,21.0,163.0,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.5924214006224386,0.09330076617344756,-0.5677557111989588,0.3734143808425771,1.613155205329321
7585,63792,2017,11,640,-0.16238916377143323,3.0,14.0,101.0,3098.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7586,8327,2017,11,640,0.8679380542014483,2.0,8.0,48.0,402.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,4,3,0.3261006562524137,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7587,41588,2017,11,640,-1.1927163817443147,5.0,21.0,159.0,7370.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,3,2,1.2164842173320893,-1.3968893039835417,-0.48413615903193075,-1.3387292886720823,0.3734143808425771,1.613155205329321
7589,44007,2017,11,640,-2.2230435997171965,4.0,15.0,109.0,935.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,-1.7991232556640935,0.09330076617344756,-2.4951896548817674,0.3734143808425771,1.613155205329321
7590,87576,2017,11,640,-0.16238916377143323,5.0,21.0,163.0,8082.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.21204650273866435,0.09330076617344756,0.20321786627416455,0.3734143808425771,1.613155205329321
7591,16554,2017,7,640,0.8679380542014483,5.0,21.0,163.0,8515.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,5,4,-1.3914009021366462,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7592,43925,2017,11,640,-1.1927163817443147,5.0,19.0,145.0,6651.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern Europe,19,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-1.3968893039835417,-0.48413615903193075,-1.3387292886720823,0.3734143808425771,1.613155205329321
7593,66737,2017,11,640,0.8679380542014483,2.0,8.0,51.0,968.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7595,48688,2017,11,640,0.8679380542014483,2.0,8.0,51.0,1631.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7596,39454,2017,11,640,0.8679380542014483,5.0,18.0,138.0,6356.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Eastern Europe,18,5,Central Africa,1,1,Europe,8,3,2,1.2164842173320893,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
7597,85581,2017,11,640,-0.16238916377143323,2.0,8.0,48.0,554.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,0.6142804544192166,0.09330076617344756,0.588704655010727,0.3734143808425771,1.613155205329321
7598,73881,2017,11,640,0.8679380542014483,4.0,15.0,109.0,5267.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,0.4131634785789405,-0.1954176964292416,0.3959612606424458,0.3734143808425771,1.613155205329321
7600,17878,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7602,57537,2017,11,640,-0.16238916377143323,2.0,8.0,48.0,445.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7603,25029,2017,11,640,0.8679380542014483,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7604,8724,2017,11,640,-0.16238916377143323,2.0,8.0,51.0,1451.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,5,4,-1.3914009021366462,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7605,64411,2017,11,640,0.8679380542014483,5.0,21.0,162.0,7845.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.7935383764627143,-0.1954176964292416,-0.7604991055672395,0.3734143808425771,1.613155205329321
7606,79680,2017,11,640,-0.16238916377143323,3.0,14.0,107.0,3579.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7607,38561,2017,11,640,-0.16238916377143323,2.0,8.0,51.0,2036.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7609,34505,2017,11,640,0.8679380542014483,4.0,15.0,109.0,4395.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,0.21204650273866435,0.09330076617344756,0.20321786627416455,0.3734143808425771,1.613155205329321
7610,74267,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,5319.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
7613,79529,2017,11,640,0.8679380542014483,3.0,12.0,87.0,2584.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,3,2,1.2164842173320893,1.016514406099768,0.09330076617344756,0.9741914437472885,0.3734143808425771,1.613155205329321
7614,76772,2017,11,640,-0.16238916377143323,5.0,21.0,163.0,8928.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
7615,656,2017,11,640,0.8679380542014483,3.0,14.0,101.0,3013.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,5,4,-1.3914009021366462,-0.19018744894188688,0.3820192287761367,-0.1822689224623969,0.3734143808425771,1.613155205329321
7616,84576,2017,11,640,0.8679380542014483,3.0,14.0,105.0,3437.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,4,3,0.3261006562524137,-0.19018744894188688,0.09330076617344756,-0.1822689224623969,0.3734143808425771,1.613155205329321
7617,49616,2017,10,640,-0.16238916377143323,5.0,19.0,141.0,6424.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern Europe,19,5,Central Africa,1,1,Europe,8,3,2,1.2164842173320893,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
7619,73251,2017,11,640,0.8679380542014483,2.0,8.0,48.0,358.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7620,18633,2017,10,640,0.8679380542014483,3.0,13.0,93.0,2683.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South Asia,13,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7622,20098,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,535.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7624,75474,2017,10,640,-0.16238916377143323,2.0,8.0,51.0,787.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7625,10978,2017,11,640,0.8679380542014483,5.0,21.0,163.0,8123.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7626,2907,2017,6,640,0.8679380542014483,4.0,15.0,109.0,4819.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,3,2,1.2164842173320893,-0.7935383764627143,-0.1954176964292416,-0.7604991055672395,0.3734143808425771,1.613155205329321
7627,21273,2017,11,640,-1.1927163817443147,5.0,20.0,157.0,270.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Southern Europe,20,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,0.09330076617344756,-0.1822689224623969,0.3734143808425771,1.613155205329321
7628,24113,2017,11,640,-1.1927163817443147,2.0,8.0,51.0,1235.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-1.3968893039835417,-0.48413615903193075,-1.3387292886720823,0.3734143808425771,1.613155205329321
7629,81860,2017,11,640,-0.16238916377143323,2.0,8.0,51.0,1676.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,0.09330076617344756,-0.1822689224623969,0.3734143808425771,1.613155205329321
7630,82335,2017,11,640,0.8679380542014483,2.0,8.0,51.0,1376.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7631,17431,2017,10,640,0.8679380542014483,5.0,21.0,163.0,780.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7634,58900,2017,11,640,0.8679380542014483,5.0,21.0,163.0,5146.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7635,83592,2017,11,640,0.8679380542014483,2.0,8.0,51.0,790.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,5,4,-1.3914009021366462,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7637,64330,2017,11,640,0.8679380542014483,2.0,8.0,51.0,1804.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7639,37251,2017,11,640,0.8679380542014483,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,0.7751740350914367,0.6707376913788259,0.9741914437472885,0.3734143808425771,1.613155205329321
7640,36462,2017,11,640,0.8679380542014483,5.0,21.0,158.0,7214.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,4,3,0.3261006562524137,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
7642,78114,2017,11,640,-0.16238916377143323,5.0,19.0,145.0,6681.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern Europe,19,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.1954176964292416,-0.1822689224623969,0.3734143808425771,1.613155205329321
7645,71732,2017,11,640,-0.16238916377143323,2.0,8.0,51.0,464.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,4,3,0.3261006562524137,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7648,25796,2017,11,640,0.8679380542014483,4.0,15.0,109.0,1434.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
7651,2929,2017,6,640,0.8679380542014483,2.0,8.0,48.0,447.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,3,2,1.2164842173320893,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7653,57233,2017,11,640,-0.16238916377143323,5.0,20.0,155.0,7002.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Southern Europe,20,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7654,7276,2017,11,640,-1.1927163817443147,5.0,21.0,163.0,4485.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.1114880148185268,0.3820192287761367,0.20321786627416455,0.3734143808425771,1.613155205329321
7655,12758,2017,9,640,0.8679380542014483,3.0,12.0,76.0,2488.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Middle East,12,3,Central Africa,1,1,Asia,8,2,1,-0.8194092198124423,1.016514406099768,0.09330076617344756,0.9741914437472885,0.3734143808425771,1.613155205329321
7656,42801,2017,11,640,0.8679380542014483,2.0,8.0,48.0,503.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.19018744894188688,0.6707376913788259,0.3959612606424458,0.3734143808425771,1.613155205329321
7657,48499,2017,11,640,-0.16238916377143323,5.0,21.0,163.0,8379.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7658,38250,2017,9,640,0.8679380542014483,5.0,21.0,163.0,8895.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.4131634785789405,-0.1954176964292416,0.3959612606424458,0.3734143808425771,1.613155205329321
7660,10647,2017,11,640,0.8679380542014483,5.0,21.0,163.0,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,0.6717424475164381,1.248174616584204,0.588704655010727,0.3734143808425771,1.613155205329321
7661,63058,2017,9,640,0.8679380542014483,2.0,8.0,51.0,1847.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7662,81275,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,535.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,4,3,0.3261006562524137,-0.19018744894188688,0.3820192287761367,-0.1822689224623969,0.3734143808425771,1.613155205329321
7663,47067,2017,11,640,-0.16238916377143323,2.0,8.0,51.0,1391.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,-0.32426543283540415,1.8256115417895824,0.10684616909002445,0.3734143808425771,1.613155205329321
7666,18465,2017,11,640,0.8679380542014483,5.0,21.0,163.0,426.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7668,9749,2017,11,640,0.8679380542014483,2.0,8.0,51.0,1610.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,5,4,-1.3914009021366462,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7670,430,2017,5,640,-0.16238916377143323,3.0,13.0,93.0,2708.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South Asia,13,3,Central Africa,1,1,Asia,8,3,2,1.2164842173320893,0.7148389423393542,0.3820192287761367,0.6850763521948671,0.3734143808425771,1.613155205329321
7671,41257,2017,11,640,0.8679380542014483,5.0,21.0,163.0,8945.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.1954176964292416,0.9741914437472885,0.3734143808425771,1.613155205329321
7672,30624,2017,10,640,-0.16238916377143323,3.0,14.0,105.0,1399.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,South East Asia,14,3,Central Africa,1,1,Asia,8,5,4,-1.3914009021366462,-0.19018744894188688,-0.48413615903193075,-0.1822689224623969,0.3734143808425771,1.613155205329321
7674,29509,2017,11,640,0.8679380542014483,4.0,15.0,109.0,4303.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,5,4,-1.3914009021366462,0.6142804544192166,0.09330076617344756,0.9741914437472885,0.3734143808425771,1.613155205329321
7676,27707,2017,11,640,-0.16238916377143323,4.0,15.0,109.0,5001.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,0.010929526898389264,0.959456153981515,0.3959612606424458,0.3734143808425771,1.613155205329321
7677,4996,2017,11,640,0.8679380542014483,4.0,15.0,109.0,3937.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Australia,15,4,Central Africa,1,1,Australia & Oceania,8,2,1,-0.8194092198124423,0.8441284268081024,1.248174616584204,0.7814480493790072,0.3734143808425771,1.613155205329321
7679,6271,2017,9,640,0.8679380542014483,2.0,8.0,51.0,1601.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Northern America,8,2,Central Africa,1,1,America,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
7680,23792,2017,11,640,0.8679380542014483,5.0,21.0,163.0,5158.0,1,63,Sacred Monkey Forest Sanctuary,"Jl. Monkey Forest, Ubud 80571 Indonesia",Douala,1,1,Cameroon,1,Western Europe,21,5,Central Africa,1,1,Europe,8,2,1,-0.8194092198124423,1.016514406099768,-0.48413615903193075,0.9741914437472885,0.3734143808425771,1.613155205329321
